0,1,2,3,id,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
PDF file : http://www.mediafire.com/download/4w18ocon384cx6c/WN-Debate-Booklet+12-09-13.pdfMSWordfile:http://www.mediafire.com/download/7ic1n7oq7jidz22/WN-Debate-Booklet + 12-09-13.docx Watch the 10 hour video version of `` The Zionist Attack on Western Civilization '' @ http://trutube.tv/video/14247/The-Zionist-Attack-on-Western-Civilization-Pages-1-33-Part-1-of-4-Banned-from-YouTubeNotepadPromotionalYouTubeComment:http://www.mediafire.com/download/96fg6ft02lyfruz/Booklet _ White _ YT _ Comment _ ( Hyperlinked ) .txt http://www.mediafire.com/download/zcn3wozjbwnezms/Booklet-White-YT-Comment- ( Hyperlinked-Back-Up % 5D.txt http://www.mediafire.com/view/9uyudq1yuxu1dur/Booklet+Comment+%28Firefox%29.txtOriginal2minutepromotionalBOOKLETvideo@http://www.youtube.com/watch ? v = n663eVTSyS8 Are you interested in helping spread the booklet download link across the world ?,,,,12834278_7.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Then why not simply copy this text ( & links ) and paste it into the description box of your YouTube videos ?,,,,12834278_8.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thank you in advance. : ) Download the youtube `` description box '' info text file below @ http://www.mediafire.com/download/gxv2b33v37la6pz/Booklet % 20Description % 20Box % 20Info.txt,,,,12834278_9.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
She may or may not be a Jew but she 's certainly stupid , she seems to think the Blacks wo n't kill her alongside every other White they can get their dirty hands on , what a muppet !,,12834493_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
These are the kind of stories that most of the time come out of India and Pakistan .,,,,12834922_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
God knows what would come out of Africa if only blacks could come up with investigative journalism .,,,,12834922_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please vote in this poll : Will You Publicly Condemn Those Who Advocate the Murder of Women and Children ?,,,,12834998_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
https : //www.stormfront.org/forum/show ... te-519823.html,,,,12834998_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'm insulted by how stupid the Jews think we are until I see what they see by reading the posts amongst our so-called , `` Awakened Brethren . '',,,12835050_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Many many religious people are just following their programming , mixed in with a little personal interpretation and maybe a voice or two in their heads .,,,12835666_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
We are trying to get people in every White nation around the world to distribute White Nationalist flyers on Saturday night , October 13th .,,,12842136_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Can we count you in ?,,,,12842136_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
They can be downloaded from these sites : www.solargeneral.com www.natvan.com www.ncoal.com,,,,12842136_3.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yeah you can count on it , there will be lot of people on the streets that day protesting against this jew government what we have here .,,,12842139_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Does it surprise you that jews promote faggotry ?,,,,12842423_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
It 's another way to destroy Hungarians on top of promoting * * * * * * music , race mixing and pornography .,,,12842423_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I watch fights on gay parade in budapest together with my friends from hungary , we were together on vacation in one croatian island , it was great to watch how hungarian nationalists were smashing gay parade btw I have some hungarian blood , my grandmother was hungarian Kitartas !,12842670_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
hello all im thinking of going to europe in the next couple weeks and am trying to decide between ireland and eastern europe .,,,,12842828_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
If I go to the east ill definitely go to budapest , feel free to pm me if you want to meet up .,,,12842828_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
i have been talking about it for years. the filthy muslims putting their sight on africa. in some ways they are worst then blacks .,,,,12843037_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just saw an video that i would share with you guys YouTube - `` WHITE GENOCIDE IN AFRICA '' THE BEGINNING OF THE END !,,,,12843051_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I would like to have a look round too Planning it for later this year Just a look round Looks like a beautiful country from the air ( google ),,,,12843096_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thank you for the info. i will deffinetly look into them .,,,,12843221_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I hope there is room for one more as i am very excited about this .,,,,12843221_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
We have a little piece of legislation called the Prohibition of Foreign Military Assistance Act This prohibits mercs from operating in South Africa. on pain of five years of hell in a kaffer jail .,,,,12843325_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Also, I think I did a dumb thing by using my real name as a user name ... anyway I can change it ?,,,12843669_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Please advise .,,,,12843669_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
going to the show over in the third district on saturday im trying to go but probly will need a ride home thanks,,,,12843892_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
im back on the other side of the pond now and i was actualy in the 17th district but thanks the heads up,,,,12843894_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exactly, I stand alone here .,,,12843989_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voice my opinions without riding the coat tails of others .,,,,12843989_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
You are welcome to grab on if you like !,,,,12843989_3.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
My heart goes out to you ..,,,,12843993_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
True , you have to have money to leave but it seems like no one is helping ya 'll .,,,12843993_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Day Of Honour was good this year we come back next year greetz from Flanders ( belgium ) Heil Hongary Heil Flanders Heil Blood an honour world wide,,,,12844294_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I know what you mean .,,,,12844355_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sometimes I watch television here and the camera man asks some Americans where Canada is , most dont even know .,,,12844355_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
A becsület napjás videó nagyon tuti , mindig amikor nézek felvételeket , vagy ismerőseim , barátaim mesélik ,12844435_1.txt, hihetetlen sajnálom , h a tanév pont úgy esik , h nem tudok ott lenni ...,,,,,,,,,,,,,,,,,,,,,,,,
The video about the `` Day of honour '' , is really cool .,,,12844435_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Every time , when i watch these videos , or my friends , mates tells me about it ,12844435_3.txt, i always feel bad about , that i have to be here , becouse of the university ...,,,,,,,,,,,,,,,,,,,,,,,,
I watched the video and my observations are that the music has very little in common with bulgarian .,,,,12844556_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
But the dance itself has elements also found it Bulgaria .,,,,12844556_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I have to go now but I will post as soon as possible .,,,,12844556_3.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I think he had a near death experience and saw where he is going and now he 's clinging to life with desperate tenacity,,,,12845075_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I guess it 's time for a new update !,,,,12845096_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrien Holboth Julia Kovacs Anita Salata Dora Barkaszi Zsofia Buki Beata Frank Eszter Gulyas Eniko Halasz Ramona Kiss Marta Knoll Szandra Proksa,,,,12845096_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why does Stormfront not have a section for this type of thing .,,,,12845118_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Van Rensburg , Nostradamus etc ?,,,12845118_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
There is a 911 section .,,,,12845118_3.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
You could have made one for prophecies .,,,,12845118_4.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I know one thing , no white should ever give one nickel or a second thought to Africa for they have repaid good with evil .,,,12845228_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Egyet se ismerek .,,,,12845244_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
The white man has no future in Canada , that is for sure , because the country is being flooded with non-white immigrants .,,12845244_10.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Of course , I 'll get together a band , and we 'll throw nice patriotic parties .,,12845244_11.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fogalmam sincs hogy mennyi lehet itt .,,,,12845244_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Itt a legtobb Kanadai anti-rasszista , aki meg nem , az fel kimondani az erzelmeit , mert ez sajnos a multikulturalizmus oraszaga .,12845244_3.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
A feher embernek nincs jovoje Kanadaba , az biztos , mert az orszag el van arasztva nem-feher bevandorlokkal .,,12845244_4.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Persze , majd egyutest alakitok , es csinalunk jo hazafias bulikat .,,12845244_5.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
English : I do n't know one nationalist .,,,,12845244_6.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I have no idea of how many might be here .,,,,12845244_7.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Most Canadians here are anti-racist , and those who are n't , are afraid of expressing their feelings .,,12845244_8.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unfortunately , this is the country of multiculturalism .,,,12845244_9.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I heard whites could purchase land off each other if they wanted to move into Orania .,,,,12845583_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
How much for a single white male to purchase a small plot ?,,,,12845583_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
US dollars please .,,,,12845583_3.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I just came across this piece of garbage .,,,,12845600_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comments say she is from SA .,,,,12845600_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warning : Graphic .,,,,12845600_3.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Die Antwoord - `` Cookie Thumper '' ( Official Video ) - YouTube,,,,12845600_4.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Although they do appear trashy and promote race mixing , the two head figures in the band are white , are married and do have a white child .,,12845602_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sixteen Jones , Die Antwoord 's daughter - YouTube,,,12845602_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Probably the most disgusting thing I 've seen in the last year .,,,,12845607_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
She looks like she has some African blood in her , or maybe it 's just the makeup .,,,12845607_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is just so wrong .,,,,12845607_3.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Like the `` white '' -African ( what the hell is her name ) ..,,,,12845607_4.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lady Gaga .,,,,12845607_5.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only if they get their collective heads out of the punch bowl and wake up to what 's going on in the world .,,,,12845676_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whites are far too comfortable over here ; every night is party night , so to speak .,,,12845676_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our brothers & sisters in SA must stand their ground because they have earned through the blood and sweat of their ancestors .,,,,12845726_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
It is hard to say what is going to happen however one way or the other I think Whites in South Africa should get out of the country and try to make it to a safer location such as Canada or Australia .,,,,12845755_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Were Whites to leave in large numbers leaving few Whites behind in South Africa the country would start going down hill and then maybe more Whites would begin to see what losers Negros are and how they cannot even maintain what is given to them .,,,,12845755_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robbie is funny and I have no problems with him .,,,,12845773_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is your typical Afrikaans music .,,,,12845773_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bobby van Jaarsveld - Kyk Waar Is Ons Nou [ Official Music Video ] - YouTube We can all have a dance and feel good for a while .,,,,12845773_3.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
There are only two outspoken artists - Steve Hofmeyer and Sunette Bridges .,,,,12845773_4.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I like this video : Die Antwoord - `` Fatty Boom Boom '' ( Official Video ) - YouTube Girl dresses in blackface , shows Africa is savage , and makes fun of Lady Gaga .,,12845775_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I 've seen interviews of them and they seem trashy .,,,,12845775_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
They all smoke like crazy , especially the girl with the Three Stooges haircut .,,,12845775_3.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
The whites are more in the range of 4.8 million .,,,,12845808_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I believe this can be higher since I 've read reports that especially whites in the Free State were not counted in the latest census .,,,,12845808_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food and water will obviously be very important , and the means to defend it What a defense force ... they are all haunted ... say hi to Casper in Upington , what a good soul,,12845833_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'm glad you can walk in those things .,,,,12846113_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last time I wore something even half that high I nearly broke my ankle and my neck .,,,,12846113_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'm looking to study at a college in South Africa later in my life .,,,,12846163_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Are there any majority white universities in South Africa ?,,,,12846163_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I 've seen University of Cape Town 's website and checked how many white students they have , about 40 % .,,,12846163_3.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
What are the odds that flags will be ordered at half staff for this communist Negro terrorist , in the United States ?,,,12846176_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I agree , we need groups like this in most white nations to protect our own against attack by hostile ethnic groups who lets face it do n't like white people ..,,,12846195_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
After all thats happened since the end of apartheid it amazes me how whites in south africa can still look up to mandela .,,,,12846352_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Look for Don McAlvany 's `` Revolution and Betrayal '' The terrorist-pig was caught red-handed with tens of thousands of grenades and anti-personnel mines .,,,,12846382_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
His commie-jew handler was Joe Slovo .,,,,12846382_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keep hearing how wonderful he was and someone even likened him to Christ !!,,,,12846406_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
He was a saint apparently hope nothing awful happens to my white brother and sisters in SA , keep safe .,,,12846406_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
nothing about white genocide is acceptable especially the fact that the mainstream media essentially denies it exist in the first place .,,,,12846417_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
You have got it all wrong .,,,,12846481_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
White nationalism is not about a bunch of nationalists who happen to be white .,,,,12846481_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
It 's about the preservation and protection of the white race regardless of culture .,,,,12846481_3.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes and in the meantime you forget that you belong to a Nation .,,,,12846482_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I take the assumption that your Nation is so crap is not worth remembering .,,,,12846482_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Would it not be better to sack the black workers and employ Whites from the camps .,,,,12846891_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Or is that impractical for some reason I dont know .,,,,12846891_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNGARY IN WW2 : FOR THE JUSTICE !!!,,,,12846972_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
- YouTube Magyar Királyi Honvédség - Holding Out For A Hero / Egy h Wehrmacht , SS and Hungarian Troops - 1944 , Carpathian Front ( HQ ) , 2.1 .,12846972_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
- YouTube Magyar hadsereg bevonulása erdélybe Kolozsvári dísszemle 1940 Hungarian amry in Transylvania - YouTube 1941 Hungarian troops enter the Ukraine - YouTube My Great Grandfather fought in the Hungarian Army during WW2 .,,,,12846972_3.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
He survived it , only to watch his country once again get torn into bits , and fall under communism which he fought against .,,12846972_4.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
We will never understand the pain they must have felt .,,,,12846972_5.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wow look how they promote such hate then they wonder why most of us want them to move back to africa,,,,12847415_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Here's a site that compiles news articles of white crime and degeneracy .,,,,12847490_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I suppose it 's their version of SF 's News and Articles forum .,,,,12847490_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
White Watch,,,,12847490_3.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I've always been told that the Hungarians in Vojvodina live like nobles , with alot of compensation money since the communist regime resigned .,,,12847530_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
If you want to hear what a black `` intellectual '' ( lol ) sounds like , check out the woman in this video trying to debate Dr. William Shockley .,,,12847705_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Shockley on race , IQ and Dysgenics - YouTube,,,12847705_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I think the most sickening part of this mess is that there will be no closure but instead a dead dog being dragged around infecting people .,,,,12847908_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
178 black teachers in Apelanta conspired and changed black student 's test answers to help them pass state exams .,,,,12848215_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
https : //www.stormfront.org/forum/t814765/,,,,12848215_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I was a substitute teacher for the Jackson Mississippi Public School System in the late 1990 's .,,,,12848217_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
At 2 : 30 , I was ready TO GO !,,,12848217_10.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Backed my car up and felt a thump .,,,,12848217_11.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
`` Oh s * * t , '' without looking , `` I hit one of their cars and now I am going to die ! '' , but to my relief ,12848217_12.txt, it was merely a light pole .,,,,,,,,,,,,,,,,,,,,,,,,,,
I met and saw a lot of these teachers who worked in these all black schools and some of their horror stories .,,,,12848217_13.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I also , unfortuantely , spent 7-8th grade in a 95 % monkey house .,,12848217_14.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not fun .,,,,12848217_15.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
It wasnt really that dangerous perse , just stinky , and dumb , with the poor 5 % white kids the outcasts ,12848217_16.txt, which made some of them hooligans and crazy .,,,,,,,,,,,,,,,,,,,,,,,,,,
I did feel for the white teachers and especially the white kids who went to the schools .,,,,12848217_17.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
One school that stood out was an elementary schoolI was sent to that was 100 % black .,,,,12848217_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I was basically a babysitter , and the apes went nuts , and frankly , I could not control them and had to press the panic button twice to get someone to help me .,12848217_3.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunch was surreal .,,,,12848217_4.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
The kids were not allowed to talk .,,,,12848217_5.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
At all .,,,,12848217_6.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silence .,,,,12848217_7.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
This was enforced to control behavior .,,,,12848217_8.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Went outside for recess , and noticed two niglet boys being hostile and ready to rumble , and I figured right that they jumped on each other after returning to class , grabbing Niglet Number One ,12848217_9.txt, hauling him outside and pressed that panic button again .,,,,,,,,,,,,,,,,,,,,,,,,,,
My aunt teaches at an all black inner city school in Kent , OH .,,,12848466_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
She is white .,,,,12848466_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Some of the kids threw a DESK out of a third floor window onto a teacher and broke his arm .,,,,12848466_3.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
She gets cussed every day .,,,,12848466_4.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somebody scratched her car and let the air out of the tires one day .,,,,12848466_5.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
She says the class is out of control and the kids are unteachable , and the black administration does not support her .,,,12848466_6.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I like to listen to this preacher , but why do black prreachers always have to scream .,,,12849072_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I ai n't deaf yet .,,,,12849072_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thank you for posting your story .,,,,12849464_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I think you should write a book as well .,,,,12849464_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I 've always considered teaching as one of the professions I would like to get into , but not in a neighbourhood like that ... never. kids like that disgust me .,,,12849464_3.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
And the sad thing is the white students at those schools will act like that too .,,,,12849464_4.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I guess I 'll just stick to homeschooling my kids , when and if I have them ...,,,12849464_5.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Those pictures hit home for me , and some of those comments on that page are overwhelmingly ignorant .,,,12850089_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I could n't imagine living in those conditions with drugs and filthy negros everywhere .,,,,12850089_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Here is the guy 's blog from the radio station he works at .,,,,12850415_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I left a comment under his reply to the Tea Party video but I have to highlight it to be able to read it .,,,,12850415_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.5 THE BEACH - THE ROCK STATION,,,,12850415_3.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
That is the very definition of genocide .,,,,12850868_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is n't it interesting how genocide is a crime until it happens to Europeans ?,,,,12850868_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agreed.,,,,12850869_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
And changing a word or phrase to something that seems less confrontational does nothing to help those of us that are victims of anti-whites .,,,,12850869_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deliberately trying to eliminate an identifiable group is an attempt to commit geNOcide under the Law of Common Sense .,,,,12851130_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
I expect nobody disagrees ?,,,,12851130_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's sad when the stupid petitions get filled in 2-3 weeks like that one to build the death star .,,,,12851205_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
It 's why they do n't take real ones seriously .,,,,12851205_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy Blazak is an `` expert '' all right--he teaches `` Sociology of Star Trek '' --a credited class students actually pay for .,,,,12851329_1.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
No wonder young people ca n't get jobs .,,,,12851329_2.txt,,,,,,,,,,,,,,,,,,,,,,,,,,,
